[this.name:圆苑酒家徐家汇店],[this.address：徐汇区虹桥路100号西藏大厦万怡酒店裙房2楼],[this.telephone：021-64483977  ],[this.averageCost：154],[this.openTime：null],[this.closeTime：null],[this.description：null],[this.fuwu：0],[this.huanjing：0],[this.kouwei：0],[this.xingjiabi：0],[this.grade：],[this.markedCount：0],[this.nickName：null],[this.cateType：null],[this.enable：false],[this.joinedDate：Sat Jul 20 23:38:12 CST 2013],[this.tags：[手撕鸡, 熏鱼, 面筋煲, 红烧肉, 榴莲酥]],[this.teses：null]
[this.name:小南国正大店],[this.address：上海市浦东新区陆家嘴西路168号正大广场9楼],[this.telephone：4008209777  ],[this.averageCost：177],[this.openTime：null],[this.closeTime：null],[this.description：null],[this.fuwu：0],[this.huanjing：0],[this.kouwei：0],[this.xingjiabi：0],[this.grade：95%],[this.markedCount：0],[this.nickName：null],[this.cateType：null],[this.enable：false],[this.joinedDate：Sat Jul 20 23:38:23 CST 2013],[this.tags：[大闸蟹, 三文鱼刺身, 京西烤银鳕鱼, 烤牛舌]],[this.teses：null]
[this.name:老上海弄堂菜馆上海影城店],[this.address：长宁区新华路1253号上海影城2号门三楼],[this.telephone：021-62805885  ],[this.averageCost：96],[this.openTime：null],[this.closeTime：null],[this.description：null],[this.fuwu：0],[this.huanjing：0],[this.kouwei：0],[this.xingjiabi：0],[this.grade：100%],[this.markedCount：0],[this.nickName：null],[this.cateType：null],[this.enable：false],[this.joinedDate：Sat Jul 20 23:38:30 CST 2013],[this.tags：[酱排骨, BB鸭, 弄堂红烧肉, 红烧肉, 生煎]],[this.teses：null]
[this.name:海上阿叔徐汇店],[this.address：徐汇区天钥桥路211号2层(近南丹路)],[this.telephone：021-64646430  ],[this.averageCost：27],[this.openTime：null],[this.closeTime：null],[this.description：null],[this.fuwu：0],[this.huanjing：0],[this.kouwei：0],[this.xingjiabi：0],[this.grade：90%],[this.markedCount：0],[this.nickName：null],[this.cateType：null],[this.enable：false],[this.joinedDate：Sat Jul 20 23:38:26 CST 2013],[this.tags：[红烧肉, 芝士焗龙虾, 松仁排骨, 八宝年糕]],[this.teses：null]
[this.name:和记小菜荣乐店],[this.address：九峰路2号],[this.telephone：021-57717979  ],[this.averageCost：103],[this.openTime：null],[this.closeTime：null],[this.description：null],[this.fuwu：0],[this.huanjing：0],[this.kouwei：0],[this.xingjiabi：0],[this.grade：100%],[this.markedCount：0],[this.nickName：null],[this.cateType：null],[this.enable：false],[this.joinedDate：Sat Jul 20 23:38:25 CST 2013],[this.tags：[白斩鸡, 麻酱粉皮, 蟹粉豆腐, 河虾仁]],[this.teses：null]
[this.name:新南华田林路店],[this.address：徐汇区田林路140号(近苍梧路)],[this.telephone：021-33676777  ],[this.averageCost：77],[this.openTime：null],[this.closeTime：null],[this.description：null],[this.fuwu：0],[this.huanjing：0],[this.kouwei：0],[this.xingjiabi：0],[this.grade：100%],[this.markedCount：0],[this.nickName：null],[this.cateType：null],[this.enable：false],[this.joinedDate：Sat Jul 20 23:38:31 CST 2013],[this.tags：[牛排, 生煎, 翡翠麻酱粉皮, 虾仁, 糖醋小排]],[this.teses：null]
[this.name:上海人家家常菜徐汇店],[this.address：徐汇区柳州路531号(近田林东路)],[this.telephone：021-64838672  ],[this.averageCost：82],[this.openTime：null],[this.closeTime：null],[this.description：null],[this.fuwu：0],[this.huanjing：0],[this.kouwei：0],[this.xingjiabi：0],[this.grade：97%],[this.markedCount：0],[this.nickName：null],[this.cateType：null],[this.enable：false],[this.joinedDate：Sat Jul 20 23:38:20 CST 2013],[this.tags：[蟹粉豆腐, 红烧肉, 黄鱼羹, 雪菜蒸银鳕鱼]],[this.teses：null]
[this.name:和记小菜东方店],[this.address：浦东新区东方路985号(一百杉杉大厦6楼)],[this.telephone：021-68762228  ],[this.averageCost：4],[this.openTime：null],[this.closeTime：null],[this.description：null],[this.fuwu：0],[this.huanjing：0],[this.kouwei：0],[this.xingjiabi：0],[this.grade：80%],[this.markedCount：0],[this.nickName：null],[this.cateType：null],[this.enable：false],[this.joinedDate：Sat Jul 20 23:38:30 CST 2013],[this.tags：[特色面筋, 糖醋小排, 棕香肉, 生煎包]],[this.teses：null]
[this.name:过门香],[this.address：长宁区长宁路1018号龙之梦购物中心8-9层(近凯旋路)],[this.telephone：021-33727677  ],[this.averageCost：139],[this.openTime：null],[this.closeTime：null],[this.description：null],[this.fuwu：0],[this.huanjing：0],[this.kouwei：0],[this.xingjiabi：0],[this.grade：93%],[this.markedCount：0],[this.nickName：null],[this.cateType：null],[this.enable：false],[this.joinedDate：Sat Jul 20 23:38:31 CST 2013],[this.tags：[过门香双牛, 黑椒炒牛肉, 荠菜烩珍菇]],[this.teses：null]
[this.name:小南国国发店],[this.address：上海市浦东新区浦东南路500号国家开发银行4楼],[this.telephone：4008209777  ],[this.averageCost：189],[this.openTime：null],[this.closeTime：null],[this.description：null],[this.fuwu：0],[this.huanjing：0],[this.kouwei：0],[this.xingjiabi：0],[this.grade：96%],[this.markedCount：0],[this.nickName：null],[this.cateType：null],[this.enable：false],[this.joinedDate：Sat Jul 20 23:38:31 CST 2013],[this.tags：[清炒河虾仁, 清蒸鲥鱼, 蟹粉豆腐, 蔬菜色拉]],[this.teses：null]
[this.name:上海老站],[this.address：徐汇区漕溪北路201号(近南丹路)],[this.telephone：021-64272233  ],[this.averageCost：175],[this.openTime：null],[this.closeTime：null],[this.description：null],[this.fuwu：0],[this.huanjing：0],[this.kouwei：0],[this.xingjiabi：0],[this.grade：100%],[this.markedCount：0],[this.nickName：null],[this.cateType：null],[this.enable：false],[this.joinedDate：Sat Jul 20 23:38:23 CST 2013],[this.tags：[水晶虾仁, 蟹黄豆腐, 蟹粉豆腐, 虾子大乌参]],[this.teses：null]
[this.name:蝶翠轩新华店],[this.address：长宁区新华路336号],[this.telephone：021-62832360  ],[this.averageCost：180],[this.openTime：null],[this.closeTime：null],[this.description：null],[this.fuwu：0],[this.huanjing：0],[this.kouwei：0],[this.xingjiabi：0],[this.grade：93%],[this.markedCount：0],[this.nickName：null],[this.cateType：null],[this.enable：false],[this.joinedDate：Sat Jul 20 23:38:35 CST 2013],[this.tags：[富贵双方, 干烧大明虾, 蟹粉豆腐哈, 冻花蟹]],[this.teses：null]
[this.name:白家餐室],[this.address：徐汇区宛平路189弄12号],[this.telephone：021-64376915  ],[this.averageCost：54],[this.openTime：null],[this.closeTime：null],[this.description：null],[this.fuwu：0],[this.huanjing：0],[this.kouwei：0],[this.xingjiabi：0],[this.grade：93%],[this.markedCount：0],[this.nickName：null],[this.cateType：null],[this.enable：false],[this.joinedDate：Sat Jul 20 23:38:35 CST 2013],[this.tags：[龙豆, 鸡翅膀, 野菜, 秘制棒棒骨, 棒棒骨]],[this.teses：null]
[this.name:鲜墙房虹桥路店],[this.address：长宁区虹桥路1468号(近古北路)],[this.telephone：021-62951717  ],[this.averageCost：199],[this.openTime：null],[this.closeTime：null],[this.description：null],[this.fuwu：0],[this.huanjing：0],[this.kouwei：0],[this.xingjiabi：0],[this.grade：100%],[this.markedCount：0],[this.nickName：null],[this.cateType：null],[this.enable：false],[this.joinedDate：Sat Jul 20 23:38:34 CST 2013],[this.tags：[桑拿虾, 十八鲜, 蒜香骨, 八宝芋泥, 烟熏鸭]],[this.teses：null]
[this.name:爱金华鱼头汤金桥路店],[this.address：浦东新区金桥路1258号(近金杨路)],[this.telephone：021-50717979  ],[this.averageCost：71],[this.openTime：null],[this.closeTime：null],[this.description：null],[this.fuwu：0],[this.huanjing：0],[this.kouwei：0],[this.xingjiabi：0],[this.grade：100%],[this.markedCount：0],[this.nickName：null],[this.cateType：null],[this.enable：false],[this.joinedDate：Sat Jul 20 23:38:33 CST 2013],[this.tags：[鱼头汤, 印度飞饼, 菌菇鱼头汤]],[this.teses：null]
[this.name:大富贵酒楼金杨店],[this.address：浦东新区金杨路635号(近枣庄路)],[this.telephone：021-50719685  ],[this.averageCost：17],[this.openTime：null],[this.closeTime：null],[this.description：null],[this.fuwu：0],[this.huanjing：0],[this.kouwei：0],[this.xingjiabi：0],[this.grade：84%],[this.markedCount：0],[this.nickName：null],[this.cateType：null],[this.enable：false],[this.joinedDate：Sat Jul 20 23:38:35 CST 2013],[this.tags：[小馄饨, 麻球, 排骨年糕, 生煎, 辣肉面]],[this.teses：null]
[this.name:夏味馆镇宁路店],[this.address：长宁区镇宁路9号九尊大厦(昭化东路口，近华山路)],[this.telephone：021-62120617  ],[this.averageCost：183],[this.openTime：null],[this.closeTime：null],[this.description：null],[this.fuwu：0],[this.huanjing：0],[this.kouwei：0],[this.xingjiabi：0],[this.grade：100%],[this.markedCount：0],[this.nickName：null],[this.cateType：null],[this.enable：false],[this.joinedDate：Sat Jul 20 23:38:34 CST 2013],[this.tags：[糖醋小排, 红烧肉, 蟹粉豆腐, 狮子头]],[this.teses：null]
[this.name:梅龙镇酒家南京西路总店],[this.address：静安区南京西路1081弄22号(梅龙镇广场正对面，近江宁路)],[this.telephone：021-62535353  ],[this.averageCost：166],[this.openTime：null],[this.closeTime：null],[this.description：null],[this.fuwu：0],[this.huanjing：0],[this.kouwei：0],[this.xingjiabi：0],[this.grade：94%],[this.markedCount：0],[this.nickName：null],[this.cateType：null],[this.enable：false],[this.joinedDate：Sat Jul 20 23:38:34 CST 2013],[this.tags：[海参, 蟹粉豆腐, 干烧明虾, 水晶虾仁]],[this.teses：null]
[this.name:金锚传菜新华路店],[this.address：长宁区新华路543号(新华大厦1楼)],[this.telephone：021-52581097  ],[this.averageCost：95],[this.openTime：null],[this.closeTime：null],[this.description：null],[this.fuwu：0],[this.huanjing：0],[this.kouwei：0],[this.xingjiabi：0],[this.grade：100%],[this.markedCount：0],[this.nickName：null],[this.cateType：null],[this.enable：false],[this.joinedDate：Sat Jul 20 23:38:33 CST 2013],[this.tags：[花雕鸡, 菠萝色拉, 烤仔鱼, 黑胡椒牛肉粒]],[this.teses：null]
[this.name:绿波廊],[this.address：黄浦区老城隍庙内豫园路115号(近九曲桥)],[this.telephone：021-63280602  ],[this.averageCost：116],[this.openTime：null],[this.closeTime：null],[this.description：null],[this.fuwu：0],[this.huanjing：0],[this.kouwei：0],[this.xingjiabi：0],[this.grade：100%],[this.markedCount：0],[this.nickName：null],[this.cateType：null],[this.enable：false],[this.joinedDate：Sat Jul 20 23:38:35 CST 2013],[this.tags：[蟹粉系列, 八宝鸭, 蟹粉白玉, 桂花拉糕]],[this.teses：null]
[this.name:龙飞饭店仓场店],[this.address：嘉定区仓场路422号],[this.telephone：021-59987777  ],[this.averageCost：81],[this.openTime：null],[this.closeTime：null],[this.description：null],[this.fuwu：0],[this.huanjing：0],[this.kouwei：0],[this.xingjiabi：0],[this.grade：96%],[this.markedCount：0],[this.nickName：null],[this.cateType：null],[this.enable：false],[this.joinedDate：Sat Jul 20 23:38:33 CST 2013],[this.tags：[八宝油条, 贵妃蹄膀, 鲜菌掌翼煲, 印度飞饼]],[this.teses：null]
[this.name:衡园酒家],[this.address：徐汇区高安路35号2层(近衡山路)],[this.telephone：021-64339289  ],[this.averageCost：66],[this.openTime：null],[this.closeTime：null],[this.description：null],[this.fuwu：0],[this.huanjing：0],[this.kouwei：0],[this.xingjiabi：0],[this.grade：100%],[this.markedCount：0],[this.nickName：null],[this.cateType：null],[this.enable：false],[this.joinedDate：Sat Jul 20 23:38:38 CST 2013],[this.tags：[话梅呛虾, 葱烤比目鱼, 椒盐猪爪, 椒盐猪手]],[this.teses：null]
[this.name:漕龙沈记酒楼钦州路店],[this.address：徐汇区钦州路639号(近田林东路，近宜山路)],[this.telephone：021-54978779  ],[this.averageCost：56],[this.openTime：null],[this.closeTime：null],[this.description：null],[this.fuwu：0],[this.huanjing：0],[this.kouwei：0],[this.xingjiabi：0],[this.grade：80%],[this.markedCount：0],[this.nickName：null],[this.cateType：null],[this.enable：false],[this.joinedDate：Sat Jul 20 23:38:38 CST 2013],[this.tags：[特制肉排, 清炒虾仁, 沙律牛排, 玉米烙]],[this.teses：null]
[this.name:申汇轩伊犁路店],[this.address：长宁区伊犁路111号(安顺路口)],[this.telephone：021-62081077  ],[this.averageCost：189],[this.openTime：null],[this.closeTime：null],[this.description：null],[this.fuwu：0],[this.huanjing：0],[this.kouwei：0],[this.xingjiabi：0],[this.grade：66%],[this.markedCount：0],[this.nickName：null],[this.cateType：null],[this.enable：false],[this.joinedDate：Sat Jul 20 23:38:39 CST 2013],[this.tags：[色拉, 吞拿鱼茄子煲, 麦片牛仔骨, 话梅醉虾]],[this.teses：null]
