[this.name:豆捞坊大宁店],[this.address:共和新路1978号],[this.telephone:021-33870277  ],[this.averageCost:83],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:95%],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:18:50 CST 2013],[this.tags:[火锅, 可用信用卡, 朋友聚餐]],[this.teses:null]
[this.name:唐宫海鲜舫浦东店],[this.address:浦东新区陆家嘴西路168号正大广场6层11-13号(近东方明珠)],[this.telephone:021-50988588  ],[this.averageCost:126],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:100%],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:18:55 CST 2013],[this.tags:[乳鸽, 虾饺皇, 雪梅娘, 虾饺, 香芒奶酪]],[this.teses:null]
[this.name:东骏燕窝鱼翅海鲜酒家],[this.address:长宁区淮海西路518号(近虹桥路)],[this.telephone:021-62811978  ],[this.averageCost:136],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:100%],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:18:52 CST 2013],[this.tags:[扇贝, 三文鱼, 扇贝王, 龙虾泡饭]],[this.teses:null]
[this.name:豆捞坊五角场店],[this.address:邯郸路600号],[this.telephone:021-55669177  ],[this.averageCost:77],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:100%],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:18:53 CST 2013],[this.tags:[奥运会, 预定服务, 珠帘]],[this.teses:null]
[this.name:豆捞坊安亭店],[this.address:墨玉南路1055号嘉亭荟城市生活广场2A412号铺(近安亭地铁站)],[this.telephone:021-69503757  ],[this.averageCost:],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:18:53 CST 2013],[this.tags:[]],[this.teses:null]
[this.name:宝燕海鲜丰庄店],[this.address:嘉定区祁连山南路2025号(近丰庄四村)],[this.telephone:021-59181177  ],[this.averageCost:96],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:100%],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:19:06 CST 2013],[this.tags:[苔条年糕, 赖尿虾, 海瓜子, 海鲜面疙瘩]],[this.teses:null]
[this.name:豆捞坊金陵东路店],[this.address:金陵东路569号],[this.telephone:021-63869977  ],[this.averageCost:78],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:100%],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:19:05 CST 2013],[this.tags:[]],[this.teses:null]
[this.name:豆捞坊金桥国际店],[this.address:张杨路3611弄],[this.telephone:021-20233477  ],[this.averageCost:80],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:100%],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:19:03 CST 2013],[this.tags:[]],[this.teses:null]
[this.name:豆捞坊浦东店],[this.address:张杨路601号],[this.telephone:021-58361889  ],[this.averageCost:72],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:97%],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:19:02 CST 2013],[this.tags:[火锅, 火锅, 情侣约会、火锅]],[this.teses:null]
[this.name:顺煊国际海鲜美食百汇],[this.address:普陀区武宁路103号我格广场3层15号铺(普雄路口)],[this.telephone:021-52351777  ],[this.averageCost:161],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:85%],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:19:06 CST 2013],[this.tags:[三文鱼, 雪蛤, 双皮奶, 生蚝, 哈根达斯]],[this.teses:null]
[this.name:澳门豆捞浦东川沙店],[this.address:上海市浦东新区川沙镇绣川路998号上海皇廷国际大酒店3楼],[this.telephone:021-50509507  ],[this.averageCost:],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:19:11 CST 2013],[this.tags:[]],[this.teses:null]
[this.name:宝燕海鲜莲花店],[this.address:闵行区罗秀路1825号(近莲花南路)],[this.telephone:021-54398977  ],[this.averageCost:89],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:100%],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:19:02 CST 2013],[this.tags:[海参, 白米虾, 龙头烤, 海蜇, 茶树菇炒墨鱼]],[this.teses:null]
[this.name:王朝大酒店虹口店],[this.address:虹口区乍浦路324号(海宁路口)],[this.telephone:021-63248888  ],[this.averageCost:166],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:100%],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:19:09 CST 2013],[this.tags:[小黄鱼, 蟹粉豆腐, 口水鸡, 毛血旺]],[this.teses:null]
[this.name:百合福海鲜膳食总汇],[this.address:卢湾区徐家汇路618号日月光中心广场5楼(瑞金南路肇嘉浜路)],[this.telephone:021-60932666  ],[this.averageCost:241],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:100%],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:19:06 CST 2013],[this.tags:[鹅肝, 生鱼片, 三文鱼, 小鲍鱼, 东星斑]],[this.teses:null]
[this.name:豆捞坊徐汇店],[this.address:天钥桥路214号4-5号楼],[this.telephone:021-54245577  ],[this.averageCost:83],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:100%],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:19:05 CST 2013],[this.tags:[]],[this.teses:null]
[this.name:豆捞坊百联西郊店],[this.address:地址:仙霞西路88号],[this.telephone:],[this.averageCost:83],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:100%],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:19:20 CST 2013],[this.tags:[]],[this.teses:null]
[this.name:豆捞坊南京西路店],[this.address:陕西北路278号],[this.telephone:021-62883737  ],[this.averageCost:77],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:19:24 CST 2013],[this.tags:[]],[this.teses:null]
[this.name:真的好海鲜餐厅国定路店],[this.address:杨浦区国定路365号3层(近邯郸路)],[this.telephone:021-65652799  ],[this.averageCost:276],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:100%],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:19:20 CST 2013],[this.tags:[海参, 濑尿虾, 香酥鲜虾卷, 法式锔明虾]],[this.teses:null]
[this.name:新九龙塘铜川路店],[this.address:普陀区铜川路920号(近曹杨路，近兰溪路)],[this.telephone:021-62658977  ],[this.averageCost:115],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:100%],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:19:21 CST 2013],[this.tags:[咸蛋黄膏蟹, 蒜蓉粉丝扇贝, 椒盐濑尿虾]],[this.teses:null]
[this.name:台南担仔面海鲜酒楼],[this.address:静安区南京西路1333号],[this.telephone:021-62477799  ],[this.averageCost:539],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:100%],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:19:20 CST 2013],[this.tags:[海参, 龙虾, 鱼翅, 担仔面, 商务套餐, 套餐]],[this.teses:null]
[this.name:宁一鲜],[this.address:黄浦区中华路95号],[this.telephone:021-63305087  ],[this.averageCost:57],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:100%],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:19:17 CST 2013],[this.tags:[蟹粉鱼糜, 酱鸭, 腊味和蒸, 芙蓉豆腐]],[this.teses:null]
[this.name:豆捞坊江桥万达店],[this.address:嘉定区金沙江西路1051弄江桥万达广场3楼(近华江公路)],[this.telephone:021-60767157  ],[this.averageCost:],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:19:23 CST 2013],[this.tags:[]],[this.teses:null]
[this.name:阿一鲍鱼黄浦店],[this.address:福佑路8号(埃力生国际大厦5楼近人民路)],[this.telephone:021-63336188  ],[this.averageCost:469],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:87%],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:19:15 CST 2013],[this.tags:[鲍鱼, 叉烧酥, 水晶虾饺, 瑶柱黄焖菌菇]],[this.teses:null]
[this.name:皇家金煦大酒店餐厅],[this.address:金山区新城路1号(近合浦路)],[this.telephone:021-37999999  ],[this.averageCost:384],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:19:13 CST 2013],[this.tags:[]],[this.teses:null]
[this.name:豆捞坊百联世茂店],[this.address:南京东路819号],[this.telephone:021-63615777  ],[this.averageCost:130],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:19:23 CST 2013],[this.tags:[]],[this.teses:null]
[this.name:普陀山海鲜酒店杨浦店],[this.address:杨浦区长阳路1689号(近临青路)],[this.telephone:021-55807799  ],[this.averageCost:98],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:80%],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:19:30 CST 2013],[this.tags:[毛蚶, 白米虾, 富贵虾, 海瓜子, 海鲜]],[this.teses:null]
[this.name:七欣天青浦店],[this.address:上海市青浦区沙埭浜路35-39号],[this.telephone:021-59205177  ],[this.averageCost:62],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:19:29 CST 2013],[this.tags:[]],[this.teses:null]
[this.name:红腊餐海鲜],[this.address:普陀区枣阳路477号近金沙江路],[this.telephone:021-62453272  ],[this.averageCost:47],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:75%],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:19:30 CST 2013],[this.tags:[鱼香老油条, 酸菜鱼, 糟溜鱼片, 松子鲈鱼]],[this.teses:null]
[this.name:宝燕海鲜天山店],[this.address:长宁区天山路341号缤谷文化休闲广场4楼],[this.telephone:021-68681777  ],[this.averageCost:137],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:19:28 CST 2013],[this.tags:[龙头烤, 虾饺皇, 海瓜子]],[this.teses:null]
[this.name:宝燕海鲜古美店],[this.address:闵行区古美路949号(古龙路口)],[this.telephone:021-64805777  ],[this.averageCost:109],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:19:29 CST 2013],[this.tags:[椒盐龙头鱼, 雪梅娘, 榴莲酥, 乳鸽, 红烧肉]],[this.teses:null]
[this.name:渔腾阁海鲜豆捞坊],[this.address:浦东新区秀沿路1181号(四季草堂对面)],[this.telephone:021-68196332  ],[this.averageCost:66],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:19:28 CST 2013],[this.tags:[虾滑, 牛眼肉, 肥牛, 鱼丸]],[this.teses:null]
[this.name:新加坡泰国村鱼翅虹桥店],[this.address:长宁区虹桥路2266号(阳光大酒店内，近剑河路)],[this.telephone:021-62627676  ],[this.averageCost:507],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:100%],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:19:30 CST 2013],[this.tags:[蟹肉鱼翅, 鱼翅, 发财卷, 海鲜炒饭]],[this.teses:null]
[this.name:蓝钻海鲜自助餐厅],[this.address:浦东新区高科西路2991号蓝海博龙国际大酒店2层(近沪南路，近莲溪路)],[this.telephone:021-58915800  ],[this.averageCost:108],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:100%],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:19:26 CST 2013],[this.tags:[三文鱼, 鱼翅盅, 烧烤, 帝王蟹脚]],[this.teses:null]
[this.name:一粥一鸡港式餐厅],[this.address:宜山路700号新宜街3号楼1楼(9号线桂林路站5号出口)],[this.telephone:021-34691918  ],[this.averageCost:49],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:100%],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:19:29 CST 2013],[this.tags:[煲仔饭, 清远鸡白切, 沙姜鸡, 腊味煲仔饭]],[this.teses:null]
[this.name:豆捞坊大悦城店],[this.address:西藏北路166号],[this.telephone:021-36397577  ],[this.averageCost:],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:19:25 CST 2013],[this.tags:[]],[this.teses:null]
[this.name:跃民海鲜酒楼],[this.address:浦东新区金高路2200号(近金海路)],[this.telephone:021-50325977  ],[this.averageCost:71],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:100%],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:19:37 CST 2013],[this.tags:[大闸蟹, 海瓜子, 葱烤野鸭, 折扣注, 南乳虾]],[this.teses:null]
[this.name:百嘉盛大酒店],[this.address:江宁路1286号1-3层],[this.telephone:021-62775588  ],[this.averageCost:101],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:100%],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:19:35 CST 2013],[this.tags:[毛血旺, 菠萝色拉, 海鲜, 温州鱼丸汤]],[this.teses:null]
[this.name:普陀山海鲜酒店德平路店],[this.address:浦东新区德平路1141号近灵山路],[this.telephone:021-50332226  ],[this.averageCost:100],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:100%],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:19:34 CST 2013],[this.tags:[毛蚶, 海瓜子, 鹅肝, 片皮鸭, 铁板牛仔骨]],[this.teses:null]
[this.name:苏先生海鲜渔庄浦东店],[this.address:浦东新区东方路920号(近向城路)],[this.telephone:021-58766363  ],[this.averageCost:88],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:83%],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:19:36 CST 2013],[this.tags:[海鲜焖面, 海蛎煎蛋, 海鲜, 蛏子, 烤河鳗]],[this.teses:null]
